month,channel,region,spend_eur
2026-04-01,Event / Trade show,APAC,4400.00
2026-04-01,Event / Trade show,EMEA - DACH,12118.00
2026-04-01,Event / Trade show,EMEA - North,7356.00
2026-04-01,Event / Trade show,EMEA - South,3318.00
2026-04-01,Event / Trade show,EMEA - UK&I,2606.00
2026-04-01,Event / Trade show,North America,11738.00
2026-04-01,Event / Trade show,Unknown,5362.00
2026-04-01,Paid search - Enterprise LP,APAC,2556.00
2026-04-01,Paid search - Enterprise LP,EMEA - DACH,1930.00
2026-04-01,Paid search - Enterprise LP,EMEA - North,1701.00
2026-04-01,Paid search - Enterprise LP,EMEA - South,249.00
2026-04-01,Paid search - Enterprise LP,EMEA - UK&I,1826.00
2026-04-01,Paid search - Enterprise LP,LATAM,246.00
2026-04-01,Paid search - Enterprise LP,North America,2774.00
2026-04-01,Paid search - Enterprise LP,Unknown,1434.00
2026-04-01,Paid search - Self-serve,APAC,15213.00
2026-04-01,Paid search - Self-serve,EMEA - DACH,29144.00
2026-04-01,Paid search - Self-serve,EMEA - North,13885.00
2026-04-01,Paid search - Self-serve,EMEA - South,18955.00
2026-04-01,Paid search - Self-serve,EMEA - UK&I,17731.00
2026-04-01,Paid search - Self-serve,LATAM,15371.00
2026-04-01,Paid search - Self-serve,North America,43963.00
2026-04-01,Paid social,APAC,761.00
2026-04-01,Paid social,EMEA - DACH,3149.00
2026-04-01,Paid social,EMEA - North,2602.00
2026-04-01,Paid social,EMEA - South,2606.00
2026-04-01,Paid social,EMEA - UK&I,956.00
2026-04-01,Paid social,LATAM,655.00
2026-04-01,Paid social,North America,2531.00
2026-04-01,Paid social,Unknown,1293.00
2026-04-01,Partner MDF,APAC,2221.00
2026-04-01,Partner MDF,EMEA - DACH,1644.00
2026-04-01,Partner MDF,EMEA - North,757.00
2026-04-01,Partner MDF,EMEA - South,1824.00
2026-04-01,Partner MDF,EMEA - UK&I,846.00
2026-04-01,Partner MDF,LATAM,875.00
2026-04-01,Partner MDF,North America,4798.00
2026-04-01,Webinar,APAC,1011.00
2026-04-01,Webinar,EMEA - DACH,2570.00
2026-04-01,Webinar,EMEA - North,1137.00
2026-04-01,Webinar,EMEA - South,1649.00
2026-04-01,Webinar,EMEA - UK&I,1799.00
2026-04-01,Webinar,LATAM,619.00
2026-04-01,Webinar,North America,1836.00
2026-04-01,Webinar,Unknown,674.00
2026-05-01,Community sponsorships,APAC,3575.00
2026-05-01,Community sponsorships,EMEA - DACH,3422.00
2026-05-01,Community sponsorships,EMEA - North,2677.00
2026-05-01,Community sponsorships,EMEA - South,2364.00
2026-05-01,Community sponsorships,EMEA - UK&I,1297.00
2026-05-01,Community sponsorships,LATAM,2243.00
2026-05-01,Community sponsorships,North America,6754.00
2026-05-01,Content download,APAC,1551.00
2026-05-01,Content download,EMEA - DACH,2123.00
2026-05-01,Content download,EMEA - North,1479.00
2026-05-01,Content download,EMEA - South,1019.00
2026-05-01,Content download,EMEA - UK&I,1006.00
2026-05-01,Content download,LATAM,336.00
2026-05-01,Content download,North America,3108.00
2026-05-01,Content download,Unknown,1120.00
2026-05-01,Event / Trade show,APAC,4012.00
2026-05-01,Event / Trade show,EMEA - DACH,14944.00
2026-05-01,Event / Trade show,EMEA - North,8830.00
2026-05-01,Event / Trade show,EMEA - South,6528.00
2026-05-01,Event / Trade show,EMEA - UK&I,14423.00
2026-05-01,Event / Trade show,LATAM,1011.00
2026-05-01,Event / Trade show,North America,17669.00
2026-05-01,Event / Trade show,Unknown,5396.00
2026-05-01,Paid search - Enterprise LP,APAC,1007.00
2026-05-01,Paid search - Enterprise LP,EMEA - DACH,974.00
2026-05-01,Paid search - Enterprise LP,EMEA - North,2758.00
2026-05-01,Paid search - Enterprise LP,EMEA - South,502.00
2026-05-01,Paid search - Enterprise LP,EMEA - UK&I,1737.00
2026-05-01,Paid search - Enterprise LP,LATAM,632.00
2026-05-01,Paid search - Enterprise LP,North America,6050.00
2026-05-01,Paid search - Enterprise LP,Unknown,2383.00
2026-05-01,Paid search - Self-serve,APAC,17116.00
2026-05-01,Paid search - Self-serve,EMEA - DACH,28052.00
2026-05-01,Paid search - Self-serve,EMEA - North,15143.00
2026-05-01,Paid search - Self-serve,EMEA - South,14310.00
2026-05-01,Paid search - Self-serve,EMEA - UK&I,16359.00
2026-05-01,Paid search - Self-serve,LATAM,14425.00
2026-05-01,Paid search - Self-serve,North America,37557.00
2026-05-01,Paid social,APAC,886.00
2026-05-01,Paid social,EMEA - DACH,4062.00
2026-05-01,Paid social,EMEA - North,3473.00
2026-05-01,Paid social,EMEA - South,1207.00
2026-05-01,Paid social,EMEA - UK&I,1586.00
2026-05-01,Paid social,LATAM,318.00
2026-05-01,Paid social,North America,4570.00
2026-05-01,Paid social,Unknown,981.00
2026-05-01,Partner MDF,APAC,1241.00
2026-05-01,Partner MDF,EMEA - DACH,2210.00
2026-05-01,Partner MDF,EMEA - North,1559.00
2026-05-01,Partner MDF,EMEA - South,1992.00
2026-05-01,Partner MDF,EMEA - UK&I,1366.00
2026-05-01,Partner MDF,LATAM,1947.00
2026-05-01,Partner MDF,North America,2401.00
2026-05-01,Webinar,APAC,725.00
2026-05-01,Webinar,EMEA - DACH,1362.00
2026-05-01,Webinar,EMEA - North,2154.00
2026-05-01,Webinar,EMEA - South,1159.00
2026-05-01,Webinar,EMEA - UK&I,733.00
2026-05-01,Webinar,LATAM,464.00
2026-05-01,Webinar,North America,2500.00
2026-05-01,Webinar,Unknown,1433.00
2026-06-01,Community sponsorships,APAC,3525.00
2026-06-01,Community sponsorships,EMEA - DACH,3493.00
2026-06-01,Community sponsorships,EMEA - North,2840.00
2026-06-01,Community sponsorships,EMEA - South,2488.00
2026-06-01,Community sponsorships,EMEA - UK&I,1994.00
2026-06-01,Community sponsorships,LATAM,3592.00
2026-06-01,Community sponsorships,North America,4014.00
2026-06-01,Content download,APAC,1608.00
2026-06-01,Content download,EMEA - DACH,2600.00
2026-06-01,Content download,EMEA - North,1873.00
2026-06-01,Content download,EMEA - South,827.00
2026-06-01,Content download,EMEA - UK&I,1228.00
2026-06-01,Content download,LATAM,265.00
2026-06-01,Content download,North America,3511.00
2026-06-01,Content download,Unknown,948.00
2026-06-01,Event / Trade show,APAC,4097.00
2026-06-01,Event / Trade show,EMEA - DACH,9497.00
2026-06-01,Event / Trade show,EMEA - North,11194.00
2026-06-01,Event / Trade show,EMEA - South,4753.00
2026-06-01,Event / Trade show,EMEA - UK&I,3656.00
2026-06-01,Event / Trade show,LATAM,2709.00
2026-06-01,Event / Trade show,North America,21705.00
2026-06-01,Event / Trade show,Unknown,8063.00
2026-06-01,Paid search - Enterprise LP,APAC,887.00
2026-06-01,Paid search - Enterprise LP,EMEA - DACH,3852.00
2026-06-01,Paid search - Enterprise LP,EMEA - North,1614.00
2026-06-01,Paid search - Enterprise LP,EMEA - South,1910.00
2026-06-01,Paid search - Enterprise LP,EMEA - UK&I,1627.00
2026-06-01,Paid search - Enterprise LP,LATAM,581.00
2026-06-01,Paid search - Enterprise LP,North America,6168.00
2026-06-01,Paid search - Enterprise LP,Unknown,1352.00
2026-06-01,Paid search - Self-serve,APAC,16055.00
2026-06-01,Paid search - Self-serve,EMEA - DACH,39184.00
2026-06-01,Paid search - Self-serve,EMEA - North,16049.00
2026-06-01,Paid search - Self-serve,EMEA - South,18809.00
2026-06-01,Paid search - Self-serve,EMEA - UK&I,19158.00
2026-06-01,Paid search - Self-serve,LATAM,16313.00
2026-06-01,Paid search - Self-serve,North America,50750.00
2026-06-01,Paid social,APAC,1033.00
2026-06-01,Paid social,EMEA - DACH,2570.00
2026-06-01,Paid social,EMEA - North,1972.00
2026-06-01,Paid social,EMEA - South,2252.00
2026-06-01,Paid social,EMEA - UK&I,1751.00
2026-06-01,Paid social,LATAM,980.00
2026-06-01,Paid social,North America,4022.00
2026-06-01,Paid social,Unknown,599.00
2026-06-01,Partner MDF,APAC,955.00
2026-06-01,Partner MDF,EMEA - DACH,1866.00
2026-06-01,Partner MDF,EMEA - North,1084.00
2026-06-01,Partner MDF,EMEA - South,960.00
2026-06-01,Partner MDF,EMEA - UK&I,1954.00
2026-06-01,Partner MDF,LATAM,1369.00
2026-06-01,Partner MDF,North America,4183.00
2026-06-01,Webinar,APAC,1455.00
2026-06-01,Webinar,EMEA - DACH,1543.00
2026-06-01,Webinar,EMEA - North,1686.00
2026-06-01,Webinar,EMEA - South,1584.00
2026-06-01,Webinar,EMEA - UK&I,1644.00
2026-06-01,Webinar,North America,3949.00
2026-06-01,Webinar,Unknown,829.00
2026-07-01,Community sponsorships,APAC,1420.00
2026-07-01,Community sponsorships,EMEA - DACH,5542.00
2026-07-01,Community sponsorships,EMEA - North,2586.00
2026-07-01,Community sponsorships,EMEA - South,1530.00
2026-07-01,Community sponsorships,EMEA - UK&I,3354.00
2026-07-01,Community sponsorships,LATAM,1271.00
2026-07-01,Community sponsorships,North America,6664.00
2026-07-01,Content download,APAC,1628.00
2026-07-01,Content download,EMEA - DACH,2233.00
2026-07-01,Content download,EMEA - North,2257.00
2026-07-01,Content download,EMEA - South,2295.00
2026-07-01,Content download,EMEA - UK&I,1976.00
2026-07-01,Content download,LATAM,367.00
2026-07-01,Content download,North America,4495.00
2026-07-01,Content download,Unknown,1018.00
2026-07-01,Event / Trade show,APAC,7387.00
2026-07-01,Event / Trade show,EMEA - DACH,5754.00
2026-07-01,Event / Trade show,EMEA - North,7083.00
2026-07-01,Event / Trade show,EMEA - South,6576.00
2026-07-01,Event / Trade show,EMEA - UK&I,5647.00
2026-07-01,Event / Trade show,LATAM,911.00
2026-07-01,Event / Trade show,North America,12390.00
2026-07-01,Event / Trade show,Unknown,6233.00
2026-07-01,Paid search - Enterprise LP,APAC,1289.00
2026-07-01,Paid search - Enterprise LP,EMEA - DACH,2855.00
2026-07-01,Paid search - Enterprise LP,EMEA - North,2923.00
2026-07-01,Paid search - Enterprise LP,EMEA - South,1742.00
2026-07-01,Paid search - Enterprise LP,EMEA - UK&I,1315.00
2026-07-01,Paid search - Enterprise LP,LATAM,271.00
2026-07-01,Paid search - Enterprise LP,North America,2720.00
2026-07-01,Paid search - Enterprise LP,Unknown,1597.00
2026-07-01,Paid search - Self-serve,APAC,19200.00
2026-07-01,Paid search - Self-serve,EMEA - DACH,34698.00
2026-07-01,Paid search - Self-serve,EMEA - North,17127.00
2026-07-01,Paid search - Self-serve,EMEA - South,20256.00
2026-07-01,Paid search - Self-serve,EMEA - UK&I,14577.00
2026-07-01,Paid search - Self-serve,LATAM,17891.00
2026-07-01,Paid search - Self-serve,North America,49757.00
2026-07-01,Paid social,APAC,2024.00
2026-07-01,Paid social,EMEA - DACH,2944.00
2026-07-01,Paid social,EMEA - North,1570.00
2026-07-01,Paid social,EMEA - South,2082.00
2026-07-01,Paid social,EMEA - UK&I,1618.00
2026-07-01,Paid social,LATAM,490.00
2026-07-01,Paid social,North America,3479.00
2026-07-01,Paid social,Unknown,961.00
2026-07-01,Partner MDF,APAC,978.00
2026-07-01,Partner MDF,EMEA - DACH,2878.00
2026-07-01,Partner MDF,EMEA - North,963.00
2026-07-01,Partner MDF,EMEA - South,2236.00
2026-07-01,Partner MDF,EMEA - UK&I,1090.00
2026-07-01,Partner MDF,LATAM,870.00
2026-07-01,Partner MDF,North America,2266.00
2026-07-01,Webinar,APAC,887.00
2026-07-01,Webinar,EMEA - DACH,2247.00
2026-07-01,Webinar,EMEA - North,2505.00
2026-07-01,Webinar,EMEA - South,1107.00
2026-07-01,Webinar,EMEA - UK&I,1486.00
2026-07-01,Webinar,LATAM,379.00
2026-07-01,Webinar,North America,4290.00
2026-07-01,Webinar,Unknown,762.00
2026-08-01,Community sponsorships,APAC,1489.00
2026-08-01,Community sponsorships,EMEA - DACH,3274.00
2026-08-01,Community sponsorships,EMEA - North,2031.00
2026-08-01,Community sponsorships,EMEA - South,1385.00
2026-08-01,Community sponsorships,EMEA - UK&I,2417.00
2026-08-01,Community sponsorships,LATAM,1246.00
2026-08-01,Community sponsorships,North America,8634.00
2026-08-01,Content download,APAC,1276.00
2026-08-01,Content download,EMEA - DACH,2711.00
2026-08-01,Content download,EMEA - North,1666.00
2026-08-01,Content download,EMEA - South,1698.00
2026-08-01,Content download,EMEA - UK&I,1724.00
2026-08-01,Content download,LATAM,436.00
2026-08-01,Content download,North America,3706.00
2026-08-01,Content download,Unknown,622.00
2026-08-01,Event / Trade show,APAC,4140.00
2026-08-01,Event / Trade show,EMEA - DACH,9384.00
2026-08-01,Event / Trade show,EMEA - North,4731.00
2026-08-01,Event / Trade show,EMEA - South,5199.00
2026-08-01,Event / Trade show,EMEA - UK&I,5656.00
2026-08-01,Event / Trade show,North America,9547.00
2026-08-01,Event / Trade show,Unknown,870.00
2026-08-01,Paid search - Enterprise LP,APAC,1481.00
2026-08-01,Paid search - Enterprise LP,EMEA - DACH,4901.00
2026-08-01,Paid search - Enterprise LP,EMEA - North,2164.00
2026-08-01,Paid search - Enterprise LP,EMEA - South,1537.00
2026-08-01,Paid search - Enterprise LP,EMEA - UK&I,1814.00
2026-08-01,Paid search - Enterprise LP,North America,2672.00
2026-08-01,Paid search - Enterprise LP,Unknown,1501.00
2026-08-01,Paid search - Self-serve,APAC,15561.00
2026-08-01,Paid search - Self-serve,EMEA - DACH,42151.00
2026-08-01,Paid search - Self-serve,EMEA - North,19071.00
2026-08-01,Paid search - Self-serve,EMEA - South,19450.00
2026-08-01,Paid search - Self-serve,EMEA - UK&I,19676.00
2026-08-01,Paid search - Self-serve,LATAM,17352.00
2026-08-01,Paid search - Self-serve,North America,47233.00
2026-08-01,Paid social,APAC,1680.00
2026-08-01,Paid social,EMEA - DACH,3569.00
2026-08-01,Paid social,EMEA - North,2196.00
2026-08-01,Paid social,EMEA - South,1074.00
2026-08-01,Paid social,EMEA - UK&I,1943.00
2026-08-01,Paid social,LATAM,488.00
2026-08-01,Paid social,North America,4948.00
2026-08-01,Paid social,Unknown,1165.00
2026-08-01,Partner MDF,APAC,801.00
2026-08-01,Partner MDF,EMEA - DACH,2503.00
2026-08-01,Partner MDF,EMEA - North,758.00
2026-08-01,Partner MDF,EMEA - South,1696.00
2026-08-01,Partner MDF,EMEA - UK&I,2151.00
2026-08-01,Partner MDF,LATAM,1839.00
2026-08-01,Partner MDF,North America,4290.00
2026-08-01,Webinar,APAC,1053.00
2026-08-01,Webinar,EMEA - DACH,2068.00
2026-08-01,Webinar,EMEA - North,1050.00
2026-08-01,Webinar,EMEA - South,566.00
2026-08-01,Webinar,EMEA - UK&I,1413.00
2026-08-01,Webinar,LATAM,533.00
2026-08-01,Webinar,North America,3480.00
2026-08-01,Webinar,Unknown,732.00
2026-09-01,Community sponsorships,APAC,2649.00
2026-09-01,Community sponsorships,EMEA - DACH,3029.00
2026-09-01,Community sponsorships,EMEA - North,2428.00
2026-09-01,Community sponsorships,EMEA - South,1716.00
2026-09-01,Community sponsorships,EMEA - UK&I,1689.00
2026-09-01,Community sponsorships,LATAM,1541.00
2026-09-01,Community sponsorships,North America,4334.00
2026-09-01,Content download,APAC,532.00
2026-09-01,Content download,EMEA - DACH,2154.00
2026-09-01,Content download,EMEA - North,957.00
2026-09-01,Content download,EMEA - South,1646.00
2026-09-01,Content download,EMEA - UK&I,1042.00
2026-09-01,Content download,LATAM,227.00
2026-09-01,Content download,North America,1926.00
2026-09-01,Content download,Unknown,508.00
2026-09-01,Event / Trade show,APAC,5202.00
2026-09-01,Event / Trade show,EMEA - DACH,6825.00
2026-09-01,Event / Trade show,EMEA - North,5505.00
2026-09-01,Event / Trade show,EMEA - South,10913.00
2026-09-01,Event / Trade show,EMEA - UK&I,6821.00
2026-09-01,Event / Trade show,North America,14462.00
2026-09-01,Event / Trade show,Unknown,1513.00
2026-09-01,Paid search - Enterprise LP,EMEA - DACH,1772.00
2026-09-01,Paid search - Enterprise LP,EMEA - North,2835.00
2026-09-01,Paid search - Enterprise LP,EMEA - South,1197.00
2026-09-01,Paid search - Enterprise LP,EMEA - UK&I,866.00
2026-09-01,Paid search - Enterprise LP,LATAM,292.00
2026-09-01,Paid search - Enterprise LP,North America,3067.00
2026-09-01,Paid search - Enterprise LP,Unknown,770.00
2026-09-01,Paid search - Self-serve,APAC,18594.00
2026-09-01,Paid search - Self-serve,EMEA - DACH,31438.00
2026-09-01,Paid search - Self-serve,EMEA - North,21454.00
2026-09-01,Paid search - Self-serve,EMEA - South,19670.00
2026-09-01,Paid search - Self-serve,EMEA - UK&I,21276.00
2026-09-01,Paid search - Self-serve,LATAM,15361.00
2026-09-01,Paid search - Self-serve,North America,57209.00
2026-09-01,Paid social,APAC,931.00
2026-09-01,Paid social,EMEA - DACH,1913.00
2026-09-01,Paid social,EMEA - North,2458.00
2026-09-01,Paid social,EMEA - South,1515.00
2026-09-01,Paid social,EMEA - UK&I,1012.00
2026-09-01,Paid social,LATAM,147.00
2026-09-01,Paid social,North America,4085.00
2026-09-01,Paid social,Unknown,892.00
2026-09-01,Partner MDF,APAC,1590.00
2026-09-01,Partner MDF,EMEA - DACH,3447.00
2026-09-01,Partner MDF,EMEA - North,1657.00
2026-09-01,Partner MDF,EMEA - South,2010.00
2026-09-01,Partner MDF,EMEA - UK&I,1105.00
2026-09-01,Partner MDF,LATAM,1863.00
2026-09-01,Partner MDF,North America,3656.00
2026-09-01,Webinar,APAC,529.00
2026-09-01,Webinar,EMEA - DACH,2226.00
2026-09-01,Webinar,EMEA - North,1300.00
2026-09-01,Webinar,EMEA - South,858.00
2026-09-01,Webinar,EMEA - UK&I,992.00
2026-09-01,Webinar,LATAM,254.00
2026-09-01,Webinar,North America,1195.00
2026-09-01,Webinar,Unknown,718.00
