opportunity_id,opportunity_name,account_id,opportunity_type,lead_source,owner_id,created_date,close_date,stage_name,forecast_category,amount,currency,is_closed,is_won,loss_reason,primary_competitor,primary_workspace_id,next_step,last_activity_date
006O0003614,Orioware - Expansion,001A005461,Expansion,Account Management,005A0000,2025-03-10,2025-04-06,Closed Won,Closed,19600.00,EUR,1,1,,,,,2025-04-14
006O0003615,Orioware - Expansion,001A005461,Expansion,Account Management,005A0017,2025-12-24,2026-01-28,Closed Won,Closed,28500.00,EUR,1,1,,,,,2026-02-01
006O0003616,Altolabs - Expansion,001A005909,Expansion,Account Management,005A0000,2025-07-15,2025-09-19,Closed Lost,Omitted,22900.00,EUR,1,0,Price / budget,,,,2025-09-26
006O0003617,Altolabs - Expansion,001A005909,Expansion,Account Management,005A0017,2026-05-24,2026-07-15,Closed Lost,Omitted,28900.00,EUR,1,0,Champion left,Make,,,2026-07-21
006O0003618,Nordworks - Expansion,001A000310,Expansion,Account Management,005A0006,2025-03-09,2025-04-21,Closed Won,Closed,26400.00,EUR,1,1,,,,,2025-04-28
006O0003619,Nordworks - Expansion,001A000310,Expansion,Account Management,005A0006,2026-03-08,2026-10-29,5 - Negotiation,Commit,10900.00,EUR,0,0,,,,Tech validation call,2026-09-13
006O0003620,Runeflow - Expansion,001A008348,Expansion,Account Management,005A0000,2025-04-24,2025-07-08,Closed Won,Closed,55400.00,EUR,1,1,,Power Automate,,,2025-07-14
006O0003621,Runeflow - Expansion,001A008348,Expansion,Account Management,005A0000,2026-06-11,2026-07-15,Closed Won,Closed,35400.00,EUR,1,1,,Power Automate,,,2026-07-21
006O0003622,Granmark - Expansion,001A004581,Expansion,Account Management,005A0012,2025-02-24,2025-12-18,Closed Lost,Omitted,48800.00,USD,1,0,Chose self-hosted Community edition,,,,2025-12-21
006O0003623,Granmark - Expansion,001A004581,Expansion,Account Management,005A0018,2026-03-29,2026-04-20,Closed Won,Closed,8400.00,USD,1,1,,,,,2026-04-29
006O0003624,Umbrastack - Expansion,001A002729,Expansion,Account Management,005A0019,2025-02-02,2025-03-09,Closed Lost,Omitted,8700.00,USD,1,0,Chose self-hosted Community edition,,,,2025-03-12
006O0003625,Umbrastack - Expansion,001A002729,Expansion,Account Management,005A0016,2026-02-15,2026-03-20,Closed Lost,Omitted,19400.00,USD,1,0,Missing feature / integration,Custom scripts,,,2026-03-27
006O0003626,Zephfield - Expansion,001A008897,Expansion,Account Management,005A0004,2025-11-23,2026-01-21,Closed Won,Closed,23700.00,EUR,1,1,,Custom scripts,,,2026-01-27
006O0003627,Zephfield - Expansion,001A008897,Expansion,Account Management,005A0004,2026-05-16,2026-10-14,5 - Negotiation,Commit,41600.00,EUR,0,0,,Custom scripts,,Send proposal,2026-09-06
006O0003628,Asternet - Expansion,001A007982,Expansion,Account Management,005A0015,2025-04-25,2025-05-15,Closed Lost,Omitted,30700.00,USD,1,0,Unresponsive,Power Automate,,,2025-05-20
006O0003629,Asternet - Expansion,001A007982,Expansion,Account Management,005A0015,2025-09-19,2026-02-20,Closed Lost,Omitted,26200.00,USD,1,0,No decision / status quo,Power Automate,,,2026-02-26
006O0003630,Piraware - Expansion,001A008911,Expansion,Account Management,005A0007,2025-07-08,2025-07-26,Closed Lost,Omitted,73900.00,EUR,1,0,Competitor - Zapier,,,,2025-07-28
006O0003631,Nordlogic - Expansion,001A006496,Expansion,Account Management,005A0009,2025-07-29,2025-08-23,Closed Won,Closed,21200.00,EUR,1,1,,Custom scripts,,,2025-08-29
006O0003632,Nordlogic - Expansion,001A006496,Expansion,Account Management,005A0009,2026-01-20,2026-03-13,Closed Won,Closed,7600.00,EUR,1,1,,Custom scripts,,,2026-03-22
006O0003633,Junopoint - Expansion,001A008046,Expansion,Account Management,005A0013,2025-04-08,2025-05-25,Closed Lost,Omitted,21400.00,USD,1,0,Chose self-hosted Community edition,,,,2025-06-01
006O0003634,Junopoint - Expansion,001A008046,Expansion,Account Management,005A0013,2026-01-03,2026-03-04,Closed Lost,Omitted,7600.00,USD,1,0,Price / budget,,,,2026-03-09
006O0003635,Junopoint - Expansion,001A008046,Expansion,Account Management,005A0023,2026-07-09,2026-07-25,Closed Lost,Omitted,5900.00,USD,1,0,Other,,,,2026-07-28
006O0003636,Lyraline - Expansion,001A008277,Expansion,Account Management,005A0021,2025-03-07,2025-03-22,Closed Won,Closed,6700.00,USD,1,1,,,,,2025-03-31
006O0003637,Lyraline - Expansion,001A008277,Expansion,Account Management,005A0021,2025-07-29,2025-08-12,Closed Won,Closed,6500.00,USD,1,1,,Workato,,,2025-08-20
006O0003638,Xenowave - Expansion,001A007950,Expansion,Account Management,005A0013,2025-05-14,2025-07-10,Closed Won,Closed,15000.00,USD,1,1,,,,,2025-07-15
006O0003639,Xenowave - Expansion,001A007950,Expansion,Account Management,005A0023,2026-04-04,2026-04-27,Closed Lost,Omitted,11100.00,USD,1,0,Competitor - Zapier,Tray.io,,,2026-04-29
006O0003640,Runeline - Expansion,001A006716,Expansion,Account Management,005A0013,2025-03-21,2025-04-10,Closed Won,Closed,13700.00,USD,1,1,,,,,2025-04-12
006O0003641,Runeline - Expansion,001A006716,Expansion,Account Management,005A0013,2025-07-28,2025-09-13,Closed Won,Closed,27000.00,USD,1,1,,,,,2025-09-18
006O0003642,Runeline - Expansion,001A006716,Expansion,Account Management,005A0023,2026-02-16,2026-03-18,Closed Won,Closed,15100.00,USD,1,1,,,,,2026-03-21
006O0003643,Granstack - Expansion,001A001150,Expansion,Account Management,005A0002,2025-04-04,2025-04-17,Closed Won,Closed,5400.00,EUR,1,1,,,,,2025-04-27
006O0003644,Granstack - Expansion,001A001150,Expansion,Account Management,005A0002,2025-08-08,2025-08-26,Closed Won,Closed,3400.00,EUR,1,1,,Make,,,2025-09-04
006O0003645,Granstack - Expansion,001A001150,Expansion,Account Management,005A0002,2026-01-16,2026-02-04,Closed Won,Closed,5700.00,EUR,1,1,,Make,,,2026-02-10
006O0003646,Granstack - Expansion,001A001150,Expansion,Account Management,005A0024,2026-09-13,2026-09-26,3 - Technical Validation,Best Case,7200.00,EUR,0,0,,,,,2026-09-21
006O0003647,Runedata - Expansion,001A007342,Expansion,Account Management,005A0019,2025-02-18,2025-05-23,Closed Lost,Omitted,4900.00,USD,1,0,Chose self-hosted Community edition,Zapier,,,2025-05-31
006O0003648,Runedata - Expansion,001A007342,Expansion,Account Management,005A0016,2026-01-17,2026-03-05,Closed Lost,Omitted,8300.00,USD,1,0,Champion left,,,,2026-03-10
006O0003649,Mosawave - Expansion,001A003795,Expansion,Account Management,005A0019,2025-06-15,2025-10-30,Closed Lost,Omitted,82300.00,USD,1,0,Price / budget,,,,2025-11-09
006O0003650,Mosawave - Expansion,001A003795,Expansion,Account Management,005A0012,2026-05-18,2026-08-11,Closed Won,Closed,74500.00,USD,1,1,,,,,2026-08-14
006O0003651,Cirawave - Expansion,001A003624,Expansion,Account Management,005A0021,2025-03-23,2025-04-08,Closed Won,Closed,3400.00,USD,1,1,,Make,,,2025-04-15
006O0003652,Opalfield - Expansion,001A003124,Expansion,Account Management,005A0002,2025-01-28,2025-02-26,Closed Won,Closed,5200.00,EUR,1,1,,,,,2025-03-03
006O0003653,Opalfield - Expansion,001A003124,Expansion,Account Management,005A0002,2025-11-01,2025-11-26,Closed Won,Closed,9400.00,EUR,1,1,,,,,2025-11-30
006O0003654,Strafield - Expansion,001A001617,Expansion,Account Management,005A0014,2025-10-15,2025-11-04,Closed Won,Closed,4500.00,USD,1,1,,,,,2025-11-09
006O0003655,Strafield - Expansion,001A001617,Expansion,Account Management,005A0014,2026-07-07,2026-07-15,Closed Won,Closed,6200.00,USD,1,1,,,,,2026-07-19
006O0003656,Ciracore - Expansion,001A007120,Expansion,Account Management,005A0006,2025-05-29,2025-07-23,Closed Lost,Omitted,10200.00,EUR,1,0,Unresponsive,,,,2025-07-23
006O0003657,Talafield - Expansion,001A000393,Expansion,Account Management,005A0019,2025-02-20,2025-03-27,Closed Won,Closed,7500.00,USD,1,1,,Zapier,,,2025-04-04
006O0003658,Talafield - Expansion,001A000393,Expansion,Account Management,005A0013,2025-07-23,2025-10-15,Closed Lost,Omitted,33900.00,USD,1,0,Chose self-hosted Community edition,Zapier,,,2025-10-23
006O0003659,Talafield - Expansion,001A000393,Expansion,Account Management,005A0018,2026-03-08,2026-03-29,Closed Won,Closed,15600.00,USD,1,1,,Zapier,,,2026-04-06
006O0003660,Opalbridge - Expansion,001A008302,Expansion,Account Management,005A0004,2025-07-20,2025-11-27,Closed Lost,Omitted,15100.00,GBP,1,0,Chose self-hosted Community edition,,,,2025-12-06
006O0003661,Opalbridge - Expansion,001A008302,Expansion,Account Management,005A0020,2026-04-10,2026-05-06,Closed Lost,Omitted,14200.00,GBP,1,0,Price / budget,,,,2026-05-10
006O0003662,Yarapoint - Expansion,001A007701,Expansion,Account Management,005A0007,2025-04-03,2025-05-16,Closed Lost,Omitted,2300.00,EUR,1,0,No decision / status quo,,,,2025-05-25
006O0003663,Yarapoint - Expansion,001A007701,Expansion,Account Management,005A0008,2026-01-20,2026-04-20,Closed Lost,Omitted,2000.00,EUR,1,0,Missing feature / integration,,,,2026-04-26
006O0003664,Bramcore - Expansion,001A002625,Expansion,Account Management,005A0009,2025-05-09,2025-05-27,Closed Lost,Omitted,20300.00,EUR,1,0,Timing,,,,2025-05-29
006O0003665,Bramcore - Expansion,001A002625,Expansion,Account Management,005A0009,2026-04-25,2026-06-28,Closed Won,Closed,24200.00,EUR,1,1,,,,,2026-07-05
006O0003666,Solvsys - Expansion,001A000925,Expansion,Account Management,005A0004,2026-01-29,2026-02-18,Closed Won,Closed,5900.00,GBP,1,1,,,,,2026-02-20
006O0003667,Solvsys - Expansion,001A000925,Expansion,Account Management,005A0004,2026-06-26,2026-07-08,Closed Lost,Omitted,4800.00,GBP,1,0,Chose self-hosted Community edition,,,,2026-07-17
006O0003668,Lumoline - Expansion,001A008864,Expansion,Account Management,005A0002,2025-07-16,2025-08-03,Closed Won,Closed,4700.00,EUR,1,1,,Zapier,,,2025-08-04
006O0003669,Lumoline - Expansion,001A008864,Expansion,Account Management,005A0002,2025-12-04,2025-12-17,Closed Won,Closed,7400.00,EUR,1,1,,Zapier,,,2025-12-26
006O0003670,Ivenflow - Expansion,001A005842,Expansion,Account Management,005A0005,2025-04-10,2025-05-07,Closed Won,Closed,3900.00,GBP,1,1,,,,,2025-05-16
006O0003671,Ivenflow - Expansion,001A005842,Expansion,,005A0005,2026-01-19,2026-08-06,Closed Lost,Omitted,4800.00,GBP,1,0,Price / budget,Custom scripts,,,2026-08-12
006O0003672,Fjelpath - Expansion,001A000167,Expansion,Account Management,005A0023,2026-06-07,2026-07-12,Closed Lost,Omitted,21100.00,USD,1,0,Competitor - Workato,Workato,,,2026-07-19
006O0003673,Bramworks - Expansion,001A004102,Expansion,Account Management,005A0008,2026-06-21,2026-06-30,Closed Won,Closed,1600.00,EUR,1,1,,Zapier,,,2026-07-01
006O0003674,Xenoflow - Expansion,001A007678,Expansion,Account Management,005A0015,2025-06-05,2025-08-08,Closed Lost,Omitted,33200.00,USD,1,0,Competitor - Power Automate,Power Automate,,,2025-08-10
006O0003675,Xenoflow - Expansion,001A007678,Expansion,Account Management,005A0015,2025-11-10,2025-11-26,Closed Lost,Omitted,13800.00,USD,1,0,Competitor - Workato,,,,2025-12-04
006O0003676,Xenoflow - Expansion,001A007678,Expansion,Account Management,005A0015,2026-03-18,2026-04-03,Closed Lost,Omitted,11500.00,USD,1,0,Competitor - Power Automate,,,,2026-04-06
006O0003677,Deltatech - Expansion,001A008259,Expansion,Account Management,005A0014,2026-05-06,2026-05-23,Closed Won,Closed,4800.00,USD,1,1,,,,,2026-06-01
006O0003678,Solvflow - Expansion,001A001585,Expansion,Account Management,005A0015,2025-04-17,2025-06-19,Closed Lost,Omitted,24900.00,USD,1,0,Competitor - Workato,,,,2025-06-23
006O0003679,Solvflow - Expansion,001A001585,Expansion,,005A0015,2026-02-12,2026-04-07,Closed Won,Closed,35000.00,USD,1,1,,Zapier,,,2026-04-13
006O0003680,Evocore - Expansion,001A000369,Expansion,Account Management,005A0006,2025-03-25,2025-05-05,Closed Won,Closed,14700.00,USD,1,1,,,,,2025-05-07
006O0003681,Evocore - Expansion,001A000369,Expansion,Account Management,005A0015,2025-12-08,2026-01-16,Closed Won,Closed,,USD,1,1,,,,,2026-01-24
006O0003682,Zephsys - Expansion,001A008112,Expansion,Account Management,005A0015,2025-07-02,2025-11-22,Closed Lost,Omitted,33500.00,USD,1,0,Competitor - Workato,Tray.io,,,2025-11-24
006O0003683,Zephsys - Expansion,001A008112,Expansion,Account Management,005A0015,2026-07-01,2026-09-19,2 - Qualification,Pipeline,59800.00,USD,0,0,,,,Legal review,2026-09-05
006O0003684,Solvlogic - Expansion,001A007212,Expansion,Account Management,005A0021,2025-04-18,2025-05-10,Closed Won,Closed,7900.00,USD,1,1,,,,,2025-05-16
006O0003685,Solvlogic - Expansion,001A007212,Expansion,Account Management,005A0014,2025-11-30,2025-12-12,Closed Won,Closed,3200.00,USD,1,1,,,,,2025-12-21
006O0003686,Grangrid - Expansion,001A007637,Expansion,Account Management,005A0015,2025-04-09,2025-05-02,Closed Won,Closed,3800.00,USD,1,1,,,,,2025-05-03
006O0003687,Grangrid - Expansion,001A007637,Expansion,Account Management,005A0015,2025-08-03,2025-08-30,Closed Won,Closed,5200.00,USD,1,1,,Zapier,,,2025-09-01
006O0003688,Grangrid - Expansion,001A007637,Expansion,Account Management,005A0015,2026-06-20,2026-07-13,Closed Won,Closed,11500.00,USD,1,1,,,,,2026-07-14
006O0003689,Quarstack - Expansion,001A003936,Expansion,Account Management,005A0011,2025-07-07,2025-08-23,Closed Won,Closed,90200.00,EUR,1,1,,,,,2025-08-28
006O0003690,Quarstack - Expansion,001A003936,Expansion,Account Management,005A0011,2026-03-21,2026-05-15,Closed Won,Closed,36800.00,EUR,1,1,,Zapier,,,2026-05-23
006O0003691,Haloworks - Expansion,001A007454,Expansion,Account Management,005A0015,2025-08-09,2025-10-05,Closed Won,Closed,36100.00,USD,1,1,,,,,2025-10-07
006O0003692,Haloworks - Expansion,001A007454,Expansion,Account Management,005A0015,2026-05-08,2026-06-29,Closed Won,Closed,42600.00,USD,1,1,,,,,2026-07-04
006O0003693,Nexapoint - Expansion,001A005794,Expansion,Account Management,005A0021,2025-04-12,2025-05-02,Closed Won,Closed,1900.00,USD,1,1,,,,,2025-05-05
006O0003694,Nexapoint - Expansion,001A005794,Expansion,Account Management,005A0014,2026-04-04,2026-05-04,Closed Lost,Omitted,2500.00,USD,1,0,Timing,,,,2026-05-11
006O0003695,Asterlogic - Expansion,001A004076,Expansion,Account Management,005A0023,2026-07-26,2026-08-28,Closed Won,Closed,8100.00,USD,1,1,,,,,2026-08-30
006O0003696,Evowave - Expansion,001A003781,Expansion,Account Management,005A0021,2025-07-16,2025-08-20,Closed Won,Closed,5200.00,USD,1,1,,,,,2025-08-29
006O0003697,Runepath - Expansion,001A004365,Expansion,Account Management,005A0024,2025-05-15,2025-06-18,Closed Won,Closed,4500.00,EUR,1,1,,,,,2025-06-23
006O0003698,Runepath - Expansion,001A004365,Expansion,Account Management,005A0017,2026-02-16,2026-03-26,Closed Won,Closed,8100.00,EUR,1,1,,,,,2026-03-31
006O0003699,Miralabs - Expansion,001A007223,Expansion,Account Management,005A0002,2026-05-07,2026-05-30,Closed Won,Closed,8200.00,EUR,1,1,,Make,,,2026-06-05
006O0003700,Talacore - Expansion,001A001035,Expansion,Account Management,005A0019,2025-06-02,2025-07-13,Closed Won,Closed,67700.00,USD,1,1,,,,,2025-07-22
006O0003701,Talacore - Expansion,001A001035,Expansion,Account Management,005A0012,2026-03-06,2026-06-15,Closed Won,Closed,65600.00,USD,1,1,,,,,2026-06-24
006O0003702,Pirafield - Expansion,001A008228,Expansion,Account Management,005A0015,2025-12-26,2026-01-28,Closed Lost,Omitted,7900.00,USD,1,0,Unresponsive,Custom scripts,,,2026-02-04
006O0003703,Fjelpath - Expansion,001A006397,Expansion,Account Management,005A0024,2025-11-07,2025-12-27,Closed Lost,Omitted,27900.00,EUR,1,0,Competitor - Zapier,Zapier,,,2025-12-29
006O0003704,Fjelpath - Expansion,001A006397,Expansion,Account Management,005A0017,2026-05-03,2026-10-22,5 - Negotiation,Commit,9000.00,EUR,0,0,,,,Security questionnaire,2026-08-28
006O0003705,Yaradata - Expansion,001A001128,Expansion,Account Management,005A0021,2025-03-22,2025-05-15,Closed Lost,Omitted,6700.00,USD,1,0,Missing feature / integration,,,,2025-05-20
006O0003706,Yaradata - Expansion,001A001128,Expansion,Account Management,005A0014,2025-09-20,2025-10-06,Closed Won,Closed,4000.00,USD,1,1,,,,,2025-10-16
006O0003707,Orioware - Expansion,001A004989,Expansion,Account Management,005A0000,2025-10-30,2025-11-27,Closed Lost,Omitted,23600.00,EUR,1,0,Timing,Zapier,,,2025-12-02
006O0003708,Orioware - Expansion,001A004989,Expansion,Account Management,005A0017,2026-09-03,2026-10-04,3 - Technical Validation,Commit,30400.00,EUR,0,0,,Zapier,,Tech validation call,2026-09-21
006O0003709,Quarbridge - Expansion,001A006923,Expansion,Account Management,005A0007,2025-09-11,2025-12-05,Closed Won,Closed,41600.00,EUR,1,1,,Zapier,,,2025-12-10
006O0003710,Quarbridge - Expansion,001A006923,Expansion,Account Management,005A0007,2026-04-04,2026-06-17,Closed Won,Closed,68600.00,EUR,1,1,,,,,2026-06-19
006O0003711,Cobalbridge - Expansion,001A002410,Expansion,Account Management,005A0021,2025-06-10,2025-07-14,Closed Lost,Omitted,2800.00,USD,1,0,Competitor - Make,,,,2025-07-23
006O0003712,Cobalbridge - Expansion,001A002410,Expansion,Account Management,005A0014,2026-03-10,2026-03-24,Closed Won,Closed,8500.00,USD,1,1,,,,,2026-03-28
006O0003713,Oriopath - Expansion,001A004951,Expansion,Account Management,005A0023,2026-05-14,2026-06-12,Closed Won,Closed,6700.00,USD,1,1,,,,,2026-06-15
006O0003714,Lyraflow - Expansion,001A003713,Expansion,Account Management,005A0021,2025-05-28,2025-09-13,Closed Lost,Omitted,5100.00,USD,1,0,Competitor - Workato,Zapier,,,2025-09-17
006O0003715,Lyraflow - Expansion,001A003713,Expansion,Account Management,005A0014,2026-05-10,2026-06-18,Closed Lost,Omitted,3000.00,USD,1,0,Chose self-hosted Community edition,Zapier,,,2026-06-23
006O0003716,Haloline - Expansion,001A005943,Expansion,Account Management,005A0013,2025-05-17,2025-11-29,Closed Lost,Omitted,22900.00,USD,1,0,Competitor - Make,,,,2025-12-09
006O0003717,Piraware - Expansion,001A008813,Expansion,Account Management,005A0015,2025-04-19,2025-05-26,Closed Lost,Omitted,13800.00,USD,1,0,Chose self-hosted Community edition,,,,2025-06-04
006O0003718,Piraware - Expansion,001A008813,Expansion,,005A0015,2026-03-15,2026-04-02,Closed Won,Closed,19600.00,USD,1,1,,,,,2026-04-05
006O0003719,Sellastack - Expansion,001A002742,Expansion,Account Management,005A0017,2026-02-02,2026-03-07,Closed Lost,Omitted,29000.00,EUR,1,0,Unresponsive,,,,2026-03-10
006O0003720,Kestlabs - Expansion,001A001666,Expansion,Account Management,005A0018,2026-04-03,2026-05-17,Closed Won,Closed,13100.00,USD,1,1,,,,,2026-05-23
006O0003721,Sellaflow - Expansion,001A003523,Expansion,Account Management,005A0008,2025-08-07,2025-10-02,Closed Lost,Omitted,3600.00,EUR,1,0,Security / compliance review,Power Automate,,,2025-10-03
006O0003722,Sellaflow - Expansion,001A003523,Expansion,Account Management,005A0008,2026-01-16,2026-03-23,Closed Lost,Omitted,3900.00,EUR,1,0,Competitor - Zapier,Power Automate,,,2026-03-29
006O0003723,Fjeltech - Expansion,001A007815,Expansion,Account Management,005A0009,2025-09-20,2025-10-23,Closed Won,Closed,7400.00,EUR,1,1,,,,,2025-10-24
006O0003724,Lyraworks - Expansion,001A003099,Expansion,Account Management,005A0000,2025-04-18,2026-02-10,Closed Lost,Omitted,28400.00,EUR,1,0,Security / compliance review,,,,2026-02-17
006O0003725,Cobalworks - Expansion,001A003152,Expansion,Account Management,005A0009,2025-08-01,2025-08-11,Closed Lost,Omitted,14700.00,EUR,1,0,Price / budget,,,,2025-08-11
006O0003726,Cobalworks - Expansion,001A003152,Expansion,Account Management,005A0009,2025-12-30,2026-01-30,Closed Won,Closed,40900.00,EUR,1,1,,,,,2026-02-07
006O0003727,Cobalworks - Expansion,001A003152,Expansion,Account Management,005A0009,2026-07-20,2026-08-17,Closed Won,Closed,9300.00,EUR,1,1,,,,,2026-08-25
006O0003728,Kestgrid - Expansion,001A003347,Expansion,Account Management,005A0014,2025-12-16,2026-02-07,Closed Lost,Omitted,2300.00,USD,1,0,Competitor - Zapier,,,,2026-02-13
006O0003729,Kestgrid - Expansion,001A003347,Expansion,Account Management,005A0014,2026-06-12,2026-06-27,Closed Won,Closed,7700.00,USD,1,1,,,,,2026-07-02
006O0003730,Zephbridge - Expansion,001A004325,Expansion,Account Management,005A0006,2025-04-22,2025-05-24,Closed Won,Closed,10800.00,EUR,1,1,,Zapier,,,2025-05-26
006O0003731,Zephbridge - Expansion,001A004325,Expansion,Account Management,005A0006,2025-11-18,2026-04-15,Closed Lost,Omitted,16400.00,EUR,1,0,Missing feature / integration,Zapier,,,2026-04-18
006O0003732,Fjelgrid - Expansion,001A004620,Expansion,Account Management,005A0004,2025-06-01,2025-08-03,Closed Lost,Omitted,24900.00,GBP,1,0,Competitor - Zapier,,,,2025-08-06
006O0003733,Fjelgrid - Expansion,001A004620,Expansion,Account Management,005A0020,2026-02-15,2026-04-09,Closed Won,Closed,13100.00,GBP,1,1,,,,,2026-04-09
006O0003734,Asterlogic - Expansion,001A001446,Expansion,Account Management,005A0015,2026-01-08,2026-01-20,Closed Won,Closed,7800.00,USD,1,1,,Power Automate,,,2026-01-30
006O0003735,Asterlogic - Expansion,001A001446,Expansion,Account Management,005A0015,2026-06-25,2026-07-16,Closed Won,Closed,16800.00,USD,1,1,,Power Automate,,,2026-07-18
006O0003736,Xenodata - Expansion,001A001934,Expansion,Account Management,005A0021,2025-06-28,2025-12-23,Closed Lost,Omitted,10200.00,USD,1,0,Price / budget,,,,2025-12-27
006O0003737,Xenodata - Expansion,001A001934,Expansion,Account Management,005A0014,2026-08-15,2026-10-11,4 - Proposal,Best Case,5400.00,USD,0,0,,,,,2026-09-07
006O0003738,Valicore - Expansion,001A008016,Expansion,,005A0018,2026-02-14,2026-03-25,Closed Won,Closed,13100.00,USD,1,1,,Workato,,,2026-04-02
006O0003739,Valicore - Expansion,001A008016,Expansion,Account Management,005A0018,2026-09-14,2026-10-06,2 - Qualification,Pipeline,7200.00,USD,0,0,,,,Security questionnaire,2026-09-19
006O0003740,Wendtech - Expansion,001A007094,Expansion,Account Management,005A0021,2025-06-16,2025-06-28,Closed Won,Closed,2400.00,USD,1,1,,,,,2025-06-29
006O0003741,Wendtech - Expansion,001A007094,Expansion,,005A0014,2026-03-06,2026-05-16,Closed Lost,Omitted,3500.00,USD,1,0,No decision / status quo,,,,2026-05-21
006O0003742,Xenoworks - Expansion,001A005960,Expansion,Account Management,005A0024,2025-07-13,2025-08-19,Closed Won,Closed,8000.00,EUR,1,1,,,,,2025-08-27
006O0003743,Xenoworks - Expansion,001A005960,Expansion,Account Management,005A0024,2025-12-26,2026-01-14,Closed Won,Closed,,EUR,1,1,,Make,,,2026-01-19
006O0003744,Xenoworks - Expansion,001A005960,Expansion,Account Management,005A0024,2026-04-14,2026-05-26,Closed Lost,Omitted,3400.00,EUR,1,0,Price / budget,,,,2026-05-30
006O0003745,Xenotech - Expansion,001A003881,Expansion,Account Management,005A0015,2025-07-14,2025-09-13,Closed Won,Closed,40400.00,USD,1,1,,Custom scripts,,,2025-09-19
006O0003746,Xenotech - Expansion,001A003881,Expansion,Account Management,005A0015,2026-08-15,2026-09-24,1 - Discovery,Pipeline,40100.00,USD,0,0,,,,Tech validation call,2026-08-15
006O0003747,Pirabridge - Expansion,001A007783,Expansion,Account Management,005A0005,2025-04-23,2025-05-19,Closed Won,Closed,5000.00,GBP,1,1,,,,,2025-05-27
006O0003748,Pirabridge - Expansion,001A007783,Expansion,Account Management,005A0005,2026-01-12,2026-03-09,Closed Lost,Omitted,3600.00,GBP,1,0,Champion left,,,,2026-03-10
006O0003749,Junoline - Expansion,001A007806,Expansion,Account Management,005A0014,2026-03-02,2026-03-17,Closed Won,Closed,6100.00,USD,1,1,,,,,2026-03-19
006O0003750,Piralabs - Expansion,001A007784,Expansion,Account Management,005A0006,2025-07-26,2025-08-30,Closed Won,Closed,3900.00,EUR,1,1,,Workato,,,2025-09-07
006O0003751,Piralabs - Expansion,001A007784,Expansion,Account Management,005A0006,2025-12-29,2026-02-26,Closed Won,Closed,15900.00,EUR,1,1,,Workato,,,2026-03-01
006O0003752,Talabridge - Expansion,001A006677,Expansion,Account Management,005A0021,2025-06-26,2025-07-16,Closed Won,Closed,3800.00,USD,1,1,,,,,2025-07-18
006O0003753,Talabridge - Expansion,001A006677,Expansion,Account Management,005A0016,2026-08-25,2026-09-25,3 - Technical Validation,Best Case,2600.00,USD,0,0,,,,Follow up,2026-09-19
006O0003754,Nordlabs - Expansion,001A001105,Expansion,Account Management,005A0019,2025-06-03,2025-09-12,Closed Lost,Omitted,27600.00,USD,1,0,No decision / status quo,,,,2025-09-19
006O0003755,Deltatech - Expansion,001A001338,Expansion,Account Management,005A0016,2026-01-10,2026-02-09,Closed Won,Closed,3400.00,USD,1,1,,Zapier,,,2026-02-18
006O0003756,Deltatech - Expansion,001A001338,Expansion,Account Management,005A0016,2026-06-06,2026-08-08,Closed Won,Closed,5400.00,USD,1,1,,,,,2026-08-12
006O0003757,Ternlabs - Expansion,001A002827,Expansion,Account Management,005A0005,2025-08-12,2025-09-14,Closed Won,Closed,5400.00,GBP,1,1,,,,,2025-09-18
006O0003758,Ternlabs - Expansion,001A002827,Expansion,Account Management,005A0005,2026-03-11,2026-04-02,Closed Won,Closed,2400.00,GBP,1,1,,Make,,,2026-04-05
006O0003759,Ternmark - Expansion,001A008507,Expansion,Account Management,005A0005,2025-06-06,2025-08-15,Closed Lost,Omitted,4600.00,GBP,1,0,,,,,2025-08-16
006O0003760,Ternmark - Expansion,001A008507,Expansion,Account Management,005A0005,2025-12-28,2026-06-16,Closed Lost,Omitted,1100.00,GBP,1,0,Competitor - Zapier,,,,2026-06-25
006O0003761,Astersys - Expansion,001A001073,Expansion,Account Management,005A0021,2025-04-05,2025-04-19,Closed Won,Closed,4100.00,USD,1,1,,Custom scripts,,,2025-04-24
006O0003762,Astersys - Expansion,001A001073,Expansion,Account Management,005A0015,2025-11-22,2025-12-02,Closed Won,Closed,3900.00,USD,1,1,,,,,2025-12-12
006O0003763,Astersys - Expansion,001A001073,Expansion,Account Management,005A0015,2026-06-21,2026-08-05,Closed Lost,Omitted,5600.00,USD,1,0,Timing,Custom scripts,,,2026-08-12
006O0003764,Borealine - Expansion,001A005214,Expansion,Account Management,005A0008,2025-08-01,2025-08-20,Closed Lost,Omitted,3100.00,EUR,1,0,Price / budget,,,,2025-08-21
006O0003765,Borealine - Expansion,001A005214,Expansion,Account Management,005A0008,2026-06-03,2026-07-03,Closed Lost,Omitted,2600.00,EUR,1,0,Timing,Power Automate,,,2026-07-08
006O0003766,Solvpath - Expansion,001A004499,Expansion,Account Management,005A0018,2026-04-28,2026-05-25,Closed Won,Closed,7300.00,USD,1,1,,,,,2026-06-03
006O0003767,Cirasys - Expansion,001A002233,Expansion,,005A0015,2026-06-20,2026-07-19,Closed Won,Closed,19900.00,USD,1,1,,,,,2026-07-26
