month,workspace_id,plan,executions,active_workflows,active_users,ai_node_executions,distinct_integrations_used,failed_execution_rate,self_serve_mrr_eur
2026-08-01,ws_005430,Starter,415,11,3,183,3,0.0380,24.00
2026-08-01,ws_005432,Enterprise,404,12,4,230,2,0.0448,0.00
2026-08-01,ws_005434,Community (free),590,11,7,448,2,0.0645,0.00
2026-08-01,ws_005435,Starter,3427,30,2,1437,8,0.0532,24.00
2026-08-01,ws_005436,Community (free),5405,34,9,3328,5,0.0399,0.00
2026-08-01,ws_005437,Starter,1265,17,2,670,5,0.0435,24.00
2026-08-01,ws_005442,Starter,1354,18,3,812,4,0.0308,24.00
2026-08-01,ws_005443,Community (free),3987,28,2,2538,5,0.0270,0.00
2026-08-01,ws_005446,Community (free),,,,,,,0.00
2026-08-01,ws_005448,Enterprise,30046,69,3,20475,7,0.0834,0.00
2026-08-01,ws_005449,Starter,358,9,2,186,4,0.0639,24.00
2026-08-01,ws_005450,Starter,1818,20,4,1351,4,0.0174,24.00
2026-08-01,ws_005452,Business,182764,147,6,140247,11,0.0750,800.00
2026-08-01,ws_005453,Enterprise,3447,27,5,2074,3,0.0075,0.00
2026-08-01,ws_005455,Community (free),,,,,,,0.00
2026-08-01,ws_005457,Community (free),24,4,6,11,3,0.0636,0.00
2026-08-01,ws_005458,Starter,624,16,2,353,2,0.1194,24.00
2026-08-01,ws_005461,Pro,2031,23,1,1165,3,0.1901,60.00
2026-08-01,ws_005470,Community (free),,,,,,,0.00
2026-08-01,ws_005471,Starter,308,9,2,136,3,0.0019,24.00
2026-08-01,ws_005473,Community (free),719,14,5,516,4,0.0972,0.00
2026-08-01,ws_005475,Enterprise,6621,33,6,4198,8,0.0467,0.00
2026-08-01,ws_005476,Community (free),451,9,2,241,1,0.0050,0.00
2026-08-01,ws_005477,Starter,924,19,2,564,4,0.0250,24.00
2026-08-01,ws_005478,Pro,5946,37,7,4000,7,0.0041,60.00
2026-08-01,ws_005480,Community (free),677,16,1,357,5,0.0699,0.00
2026-08-01,ws_005481,Community (free),538,13,2,227,2,0.0670,0.00
2026-08-01,ws_005482,Community (free),833,18,2,592,4,0.1378,0.00
2026-08-01,ws_005484,Starter,177,10,4,112,2,0.0360,24.00
2026-08-01,ws_005485,Starter,946,17,3,450,4,0.0789,24.00
2026-08-01,ws_005486,Enterprise,1166,18,5,577,5,0.0620,0.00
2026-08-01,ws_005489,Starter,235,10,1,92,2,0.0446,24.00
2026-08-01,ws_005490,Starter,1125,15,2,671,5,0.0328,24.00
2026-08-01,ws_005491,Starter,626,15,2,276,5,0.0337,24.00
2026-08-01,ws_005494,Enterprise,,,,,,,0.00
2026-08-01,ws_005495,Starter,239,12,2,127,3,0.0632,24.00
2026-08-01,ws_005496,Starter,2844,25,1,1810,4,0.0349,24.00
2026-08-01,ws_005498,Starter,567,13,3,306,3,0.0199,24.00
2026-08-01,ws_005500,Pro,3997,31,4,2614,6,0.0917,60.00
2026-08-01,ws_005501,Business (self-hosted),13187,50,8,9336,7,0.0099,0.00
2026-08-01,ws_005503,Pro,2750,27,1,1853,7,0.0242,60.00
2026-08-01,ws_005504,Starter,1073,19,2,530,5,0.0238,24.00
2026-08-01,ws_005505,Enterprise,1963,22,1,1287,5,0.1040,0.00
2026-08-01,ws_005506,Community (free),2060,19,1,1251,5,0.1010,0.00
2026-08-01,ws_005507,Starter,332,10,2,160,3,0.0513,24.00
2026-08-01,ws_005508,Pro,2793,24,10,1558,5,0.0157,60.00
2026-08-01,ws_005510,Enterprise,18829,56,4,10645,9,0.0094,0.00
2026-08-01,ws_005511,Community (free),576,12,1,350,4,0.0667,0.00
2026-08-01,ws_005513,Starter,841,17,1,451,3,0.1261,24.00
2026-08-01,ws_005515,Community (free),1359,19,1,898,2,0.0414,0.00
2026-08-01,ws_005517,Enterprise,410,8,2,294,1,0.0242,0.00
2026-08-01,ws_005518,Starter,115,5,1,61,1,0.0146,24.00
2026-08-01,ws_005524,Starter,624,13,2,306,3,0.0393,24.00
2026-08-01,ws_005525,Business (self-hosted),93,2,3,55,2,0.0978,0.00
2026-08-01,ws_005527,Pro,1623,18,1,913,4,0.0264,60.00
2026-08-01,ws_005528,Pro,2737,27,4,1995,7,0.0110,60.00
2026-08-01,ws_005529,Community (free),,,,,,,0.00
2026-08-01,ws_005530,Enterprise,1530,18,9,1026,4,0.0735,0.00
2026-08-01,ws_005534,Starter,187,10,3,109,2,0.0030,24.00
2026-08-01,ws_005535,Starter,153,8,3,111,1,0.0422,24.00
2026-08-01,ws_005538,Community (free),,,,,,,0.00
2026-08-01,ws_005539,Enterprise,1097,15,4,811,5,0.0204,0.00
2026-08-01,ws_005540,Community (free),813,19,5,544,4,0.0055,0.00
2026-08-01,ws_005542,Starter,7449,38,5,5475,8,0.0411,24.00
2026-08-01,ws_005544,Community (free),,,,,,,0.00
2026-08-01,ws_005545,Starter,1297,17,2,856,4,0.0009,24.00
2026-08-01,ws_005547,Starter,1236,18,5,625,4,0.0237,24.00
2026-08-01,ws_005549,Enterprise,2478,25,5,1495,4,0.0323,0.00
2026-08-01,ws_005550,Starter,322,10,1,175,3,0.0522,24.00
2026-08-01,ws_005551,Enterprise,452,13,4,273,2,0.0109,0.00
2026-08-01,ws_005554,Community (free),603,12,2,437,3,0.0174,0.00
2026-08-01,ws_005557,Enterprise,692,12,3,453,4,0.0906,0.00
2026-08-01,ws_005558,Starter,923,15,2,419,3,0.0087,24.00
2026-08-01,ws_005559,Business,17117,54,7,12303,8,0.0150,800.00
2026-08-01,ws_005562,Community (free),1446,21,3,800,3,0.0121,0.00
2026-08-01,ws_005563,Starter,998,19,1,541,4,0.0630,24.00
2026-08-01,ws_005567,Community (free),,,,,,,0.00
2026-08-01,ws_005568,Enterprise,428,12,2,188,4,0.0834,0.00
2026-08-01,ws_005569,Enterprise,678,15,3,354,4,0.0261,0.00
2026-08-01,ws_005570,Community (free),666,11,1,414,4,0.0283,0.00
2026-08-01,ws_005574,Enterprise,1066,17,2,521,4,0.0373,0.00
2026-08-01,ws_005576,Community (free),,,,,,,0.00
2026-08-01,ws_005577,Community (free),8796,41,5,4467,7,0.0087,0.00
2026-08-01,ws_005580,Starter,50,3,4,25,2,0.0364,24.00
2026-08-01,ws_005581,Pro,6416,33,1,3880,7,0.0214,60.00
2026-08-01,ws_005582,Business,3981,32,3,2475,6,0.0544,800.00
2026-08-01,ws_005583,Business,26481,66,1,16744,8,0.0136,800.00
2026-08-01,ws_005585,Starter,305,8,3,157,1,0.0025,24.00
2026-08-01,ws_005587,Starter,411,9,4,240,4,0.0433,24.00
2026-08-01,ws_005594,Community (free),2416,23,4,1317,6,0.0229,0.00
2026-08-01,ws_005599,Community (free),,,,,,,0.00
2026-08-01,ws_005602,Pro,3395,25,4,2345,4,0.0115,60.00
2026-08-01,ws_005605,Starter,110,7,2,60,3,0.0827,24.00
2026-08-01,ws_005608,Enterprise,1021,16,6,450,4,0.0923,0.00
2026-08-01,ws_005612,Starter,1087,12,3,532,3,0.0031,24.00
2026-08-01,ws_005614,Pro,5426,35,2,3326,7,0.0433,60.00
2026-08-01,ws_005616,Enterprise,3339,27,8,2119,6,0.1099,0.00
2026-08-01,ws_005619,Community (free),,,,,,,0.00
2026-08-01,ws_005621,Starter,271,9,2,129,1,0.0480,24.00
2026-08-01,ws_005622,Business,70932,96,5,45382,8,0.0502,800.00
2026-08-01,ws_005623,Community (free),239,7,3,140,4,0.1006,0.00
2026-08-01,ws_005624,Pro,7425,36,3,5374,6,0.0593,60.00
2026-08-01,ws_005630,Pro,3401,28,4,2218,5,0.0436,60.00
2026-08-01,ws_005631,Starter,934,17,6,626,5,0.0970,24.00
2026-08-01,ws_005632,Business (self-hosted),102,2,2,41,1,0.1219,0.00
2026-08-01,ws_005634,Enterprise,61566,92,3,43619,10,0.0127,0.00
2026-08-01,ws_005635,Enterprise,172,9,2,89,3,0.0974,0.00
2026-08-01,ws_005636,Community (free),737,15,1,329,4,0.0750,0.00
2026-08-01,ws_005640,Business (self-hosted),333,12,2,206,4,0.0125,0.00
2026-08-01,ws_005641,Starter,189,7,3,72,3,0.0329,24.00
2026-08-01,ws_005642,Pro,3124,27,2,1957,4,0.0968,60.00
2026-08-01,ws_005647,Enterprise,29053,71,6,19015,8,0.0596,0.00
2026-08-01,ws_005648,Business (self-hosted),150,10,1,95,2,0.0154,0.00
2026-08-01,ws_005649,Enterprise,21698,56,5,14933,8,0.0105,0.00
2026-08-01,ws_005653,Starter,858,17,1,609,3,0.0046,24.00
2026-08-01,ws_005654,Starter,2137,24,3,1198,5,0.1382,24.00
2026-08-01,ws_005656,Starter,701,14,4,345,2,0.0205,24.00
2026-08-01,ws_005658,Community (free),350,12,3,190,5,0.0522,0.00
2026-08-01,ws_005659,Community (free),88,5,3,46,2,0.0590,0.00
2026-08-01,ws_005660,Starter,782,16,2,422,4,0.0780,24.00
2026-08-01,ws_005662,Enterprise,,,,,,,0.00
2026-08-01,ws_005665,Pro,3877,29,4,2801,6,0.0010,60.00
2026-08-01,ws_005670,Pro,2223,25,5,1326,3,0.0329,60.00
2026-08-01,ws_005672,Starter,128,3,5,85,1,0.0273,24.00
2026-08-01,ws_005673,Starter,987,17,6,756,4,0.0701,24.00
2026-08-01,ws_005675,Community (free),509,12,3,287,4,0.0397,0.00
2026-08-01,ws_005676,Pro,2413,21,1,1501,4,0.0528,60.00
2026-08-01,ws_005677,Starter,508,12,3,197,3,0.0658,24.00
2026-08-01,ws_005679,Business (self-hosted),103,7,1,48,1,0.0501,0.00
2026-08-01,ws_005680,Business,30852,68,3,21891,8,0.0943,800.00
2026-08-01,ws_005681,Starter,183,10,1,88,4,0.0138,24.00
2026-08-01,ws_005682,Starter,956,15,1,684,6,0.0273,24.00
2026-08-01,ws_005685,Starter,609,14,4,280,4,0.0439,24.00
2026-08-01,ws_005687,Community (free),217,8,1,98,3,0.1013,0.00
2026-08-01,ws_005688,Enterprise,2281,26,6,1204,7,0.0280,0.00
2026-08-01,ws_005691,Community (free),137,4,4,102,3,0.0417,0.00
2026-08-01,ws_005692,Community (free),,,,,,,0.00
2026-08-01,ws_005693,Enterprise,2839,25,12,1783,4,0.1516,0.00
2026-08-01,ws_005694,Enterprise,729898,260,6,530722,12,0.0882,0.00
2026-08-01,ws_005698,Pro,1737,20,2,876,4,0.0188,60.00
2026-08-01,ws_005699,Starter,2337,24,5,1583,5,0.0862,24.00
2026-08-01,ws_005700,Pro,3327,26,1,1906,7,0.0117,60.00
2026-08-01,ws_005701,Community (free),,,,,,,0.00
2026-08-01,ws_005703,Pro,9801,44,4,6843,7,0.1246,60.00
2026-08-01,ws_005704,Starter,356,11,3,161,1,0.0601,24.00
2026-08-01,ws_005707,Starter,2773,24,6,1875,5,0.0468,24.00
2026-08-01,ws_005708,Business,17805,56,4,10742,8,0.0944,800.00
2026-08-01,ws_005709,Starter,110,5,1,72,2,0.0506,24.00
2026-08-01,ws_005711,Starter,698,14,3,411,1,0.0122,24.00
2026-08-01,ws_005712,Starter,753,13,2,426,4,0.0071,24.00
2026-08-01,ws_005715,Starter,730,17,5,398,3,0.0655,24.00
2026-08-01,ws_005717,Pro,2586,24,4,1753,5,0.0034,60.00
2026-08-01,ws_005719,Community (free),10381,47,3,6277,6,0.0771,0.00
2026-08-01,ws_005723,Enterprise,164,9,3,103,1,0.0751,0.00
2026-08-01,ws_005724,Starter,170,7,3,95,2,0.0903,24.00
2026-08-01,ws_005726,Community (free),,,,,,,0.00
2026-08-01,ws_005728,Community (free),794,14,5,399,2,0.1502,0.00
2026-08-01,ws_005729,Starter,1092,16,6,700,6,0.0904,24.00
2026-08-01,ws_005730,Community (free),1292,17,2,742,4,0.0438,0.00
2026-08-01,ws_005731,Business (self-hosted),1949,24,1,1045,4,0.0341,0.00
2026-08-01,ws_005732,Community (free),1309,16,2,629,2,0.0138,0.00
2026-08-01,ws_005736,Enterprise,2863,27,2,1979,3,0.0511,0.00
2026-08-01,ws_005738,Pro,8160,39,4,5979,8,0.0706,60.00
2026-08-01,ws_005740,Starter,1237,19,7,647,3,0.0894,24.00
2026-08-01,ws_005741,Business (self-hosted),721,15,4,370,3,0.0859,0.00
2026-08-01,ws_005742,Starter,1941,22,2,1108,7,0.1844,24.00
2026-08-01,ws_005744,Community (free),1136,17,6,753,4,0.0282,0.00
2026-08-01,ws_005745,Community (free),443,12,1,227,3,0.0318,0.00
2026-08-01,ws_005748,Community (free),121,6,5,78,2,0.0704,0.00
2026-08-01,ws_005749,Starter,48,5,1,23,2,0.0600,24.00
2026-08-01,ws_005750,Starter,3070,26,4,1839,5,0.1145,24.00
2026-08-01,ws_005757,Starter,1758,20,1,911,5,0.0471,24.00
2026-08-01,ws_005760,Business (self-hosted),909,17,5,617,3,0.0417,0.00
2026-08-01,ws_005762,Starter,533,11,3,270,4,0.0940,24.00
2026-08-01,ws_005763,Starter,1224,17,3,792,5,0.1480,24.00
2026-08-01,ws_005764,Enterprise,692,14,2,399,4,0.0271,0.00
2026-08-01,ws_005765,Enterprise,1172,18,8,753,5,0.0523,0.00
2026-08-01,ws_005767,Business (self-hosted),1295,21,2,813,5,0.0080,0.00
2026-08-01,ws_005769,Enterprise,1228,17,2,806,5,0.1061,0.00
2026-08-01,ws_005770,Starter,550,10,4,311,4,0.0590,24.00
2026-08-01,ws_005772,Pro,1167,15,8,721,4,0.0299,60.00
2026-08-01,ws_005773,Starter,825,19,1,422,5,0.0494,24.00
2026-08-01,ws_005775,Starter,445,14,2,303,3,0.1163,24.00
2026-08-01,ws_005776,Community (free),468,12,4,222,2,0.0170,0.00
2026-08-01,ws_005777,Starter,782,12,1,446,5,0.0170,24.00
2026-08-01,ws_005779,Community (free),,,,,,,0.00
2026-08-01,ws_005781,Enterprise,942,18,5,644,3,0.0289,0.00
2026-08-01,ws_005783,Enterprise,1716,21,4,946,5,0.0903,0.00
2026-08-01,ws_005784,Starter,279,9,2,181,3,0.0410,24.00
2026-08-01,ws_005785,Business (self-hosted),2229,23,1,1593,5,0.0360,0.00
2026-08-01,ws_005787,Starter,748,16,1,408,5,0.0441,24.00
2026-08-01,ws_005788,Starter,157,9,5,115,4,0.0591,24.00
2026-08-01,ws_005790,Starter,806,12,3,454,4,0.0999,24.00
2026-08-01,ws_005793,Pro,1974,22,5,1114,6,0.0099,60.00
2026-08-01,ws_005795,Starter,20,3,5,8,3,0.2243,24.00
2026-08-01,ws_005797,Business (self-hosted),1107,17,8,755,3,0.0451,0.00
2026-08-01,ws_005799,Starter,1670,23,2,997,6,0.0067,24.00
2026-08-01,ws_005800,Starter,766,14,1,409,5,0.0526,24.00
2026-08-01,ws_005801,Enterprise,19881,55,12,13003,6,0.0493,0.00
2026-08-01,ws_005802,Starter,1956,21,5,1246,4,0.0336,24.00
2026-08-01,ws_005803,Community (free),1766,20,1,982,6,0.0327,0.00
2026-08-01,ws_005804,Starter,176,5,1,95,4,0.0122,24.00
2026-08-01,ws_005805,Pro,6077,34,4,4022,6,0.0741,60.00
2026-08-01,ws_005807,Starter,554,10,6,313,3,0.1182,24.00
2026-08-01,ws_005810,Starter,343,12,6,266,3,0.0432,24.00
2026-08-01,ws_005811,Starter,1203,18,2,520,4,0.0351,24.00
2026-08-01,ws_005812,Community (free),806,14,2,417,6,0.0261,0.00
2026-08-01,ws_005816,Community (free),8232,41,3,4451,7,0.1229,0.00
2026-08-01,ws_005817,Starter,176,9,5,108,3,0.0117,24.00
2026-08-01,ws_005820,Starter,949,15,2,519,5,0.0365,24.00
2026-08-01,ws_005821,Business (self-hosted),536,11,3,233,2,0.2601,0.00
2026-08-01,ws_005823,Starter,1730,16,2,943,5,0.0324,24.00
2026-08-01,ws_005826,Pro,2370,23,6,1447,6,0.0508,60.00
2026-08-01,ws_005827,Business (self-hosted),7868,40,1,4365,5,0.0307,0.00
2026-08-01,ws_005828,Starter,893,16,4,538,3,0.0922,24.00
2026-08-01,ws_005831,Starter,953,16,2,636,4,0.0601,24.00
2026-08-01,ws_005832,Enterprise,17255,55,10,12529,9,0.0029,0.00
2026-08-01,ws_005833,Starter,805,14,3,470,3,0.0417,24.00
2026-08-01,ws_005834,Starter,427,10,1,215,2,0.0751,24.00
2026-08-01,ws_005837,Enterprise,448938,211,6,360940,13,0.0339,0.00
2026-08-01,ws_005842,Community (free),,,,,,,0.00
2026-08-01,ws_005843,Starter,293,10,4,169,3,0.0321,24.00
2026-08-01,ws_005845,Starter,749,18,4,481,4,0.0216,24.00
2026-08-01,ws_005849,Starter,844,13,3,574,3,0.0449,24.00
2026-08-01,ws_005852,Enterprise,916,16,1,516,4,0.0439,0.00
2026-08-01,ws_005854,Enterprise,,,,,,,0.00
2026-08-01,ws_005855,Community (free),981,16,2,567,5,0.0977,0.00
2026-08-01,ws_005856,Community (free),,,,,,,0.00
2026-08-01,ws_005857,Starter,882,16,2,430,4,0.1403,24.00
2026-08-01,ws_005859,Starter,580,13,3,208,4,0.0705,24.00
2026-08-01,ws_005860,Starter,1138,15,4,530,4,0.0170,24.00
2026-08-01,ws_005861,Starter,1193,17,2,622,4,0.0690,24.00
2026-08-01,ws_005863,Starter,49,4,2,32,2,0.0777,24.00
2026-08-01,ws_005866,Starter,2322,26,1,1105,6,0.0244,24.00
2026-08-01,ws_005867,Business,8493,38,13,6367,5,0.1054,800.00
2026-08-01,ws_005869,Starter,1399,17,5,893,4,0.0423,24.00
2026-08-01,ws_005871,Business (self-hosted),5478,33,14,3779,5,0.0202,0.00
2026-08-01,ws_005875,Starter,15,1,4,8,3,0.0770,24.00
2026-08-01,ws_005877,Starter,117,5,5,64,2,0.0030,24.00
2026-08-01,ws_005878,Community (free),,,,,,,0.00
2026-08-01,ws_005879,Starter,2268,24,4,1470,4,0.0648,24.00
2026-08-01,ws_005880,Starter,323,9,3,205,2,0.0443,24.00
2026-08-01,ws_005883,Enterprise,,,,,,,0.00
2026-08-01,ws_005886,Enterprise,1327,20,4,794,3,0.0322,0.00
2026-08-01,ws_005889,Community (free),43,4,1,27,2,0.0234,0.00
2026-08-01,ws_005890,Community (free),,,,,,,0.00
2026-08-01,ws_005894,Starter,2830,23,2,1809,5,0.0547,24.00
2026-08-01,ws_005895,Community (free),6276,31,3,4956,6,0.0214,0.00
2026-08-01,ws_005897,Community (free),2005,22,4,1384,5,0.0424,0.00
2026-08-01,ws_005900,Starter,376,8,4,225,2,0.0899,24.00
2026-08-01,ws_005901,Community (free),,,,,,,0.00
2026-08-01,ws_005902,Enterprise,158,9,2,89,2,0.0020,0.00
2026-08-01,ws_005906,Community (free),,,,,,,0.00
2026-08-01,ws_005907,Starter,930,16,2,553,5,0.0240,24.00
2026-08-01,ws_005908,Starter,836,16,4,482,2,0.0266,24.00
2026-08-01,ws_005909,Enterprise,3076,27,1,1969,5,0.0330,0.00
2026-08-01,ws_005910,Community (free),196,7,2,125,2,0.0189,0.00
2026-08-01,ws_005911,Starter,925,16,3,561,3,0.0341,24.00
2026-08-01,ws_005913,Community (free),10889,43,1,6613,6,0.0101,0.00
2026-08-01,ws_005914,Starter,731,16,3,482,3,0.0665,24.00
2026-08-01,ws_005916,Community (free),,,,,,,0.00
2026-08-01,ws_005917,Business,15986,51,5,10779,7,0.0419,800.00
2026-08-01,ws_005918,Business,13096,47,2,8915,8,0.0804,800.00
2026-08-01,ws_005920,Pro,3567,29,1,1599,5,0.0207,60.00
2026-08-01,ws_005922,Starter,523,12,2,279,4,0.0945,24.00
2026-08-01,ws_005923,Business (self-hosted),7651,39,2,4332,6,0.0273,0.00
2026-08-01,ws_005926,Community (free),,,,,,,0.00
2026-08-01,ws_005927,Starter,305,12,6,178,2,0.0509,24.00
2026-08-01,ws_005928,Starter,278,12,1,131,2,0.0701,24.00
2026-08-01,ws_005930,Starter,788,16,3,292,4,0.0543,24.00
2026-08-01,ws_005932,Starter,47,4,1,29,1,0.0645,24.00
2026-08-01,ws_005935,Starter,191,5,1,99,4,0.0486,24.00
2026-08-01,ws_005938,Enterprise,713,14,5,462,2,0.1080,0.00
2026-08-01,ws_005940,Starter,994,17,3,650,3,0.0625,24.00
2026-08-01,ws_005942,Starter,1613,17,3,1036,5,0.0234,24.00
2026-08-01,ws_005943,Pro,2538,25,4,1264,6,0.0296,60.00
2026-08-01,ws_005944,Community (free),491,10,3,269,3,0.1012,0.00
2026-08-01,ws_005948,Pro,4601,31,4,3070,5,0.0585,60.00
2026-08-01,ws_005951,Business (self-hosted),217,10,2,134,4,0.0265,0.00
2026-08-01,ws_005952,Pro,1484,18,3,907,5,0.0167,60.00
2026-08-01,ws_005953,Enterprise,3868,29,1,2361,6,0.0375,0.00
2026-08-01,ws_005954,Starter,246,7,1,173,1,0.0566,24.00
2026-08-01,ws_005955,Starter,643,12,5,318,5,0.0091,24.00
2026-08-01,ws_005956,Community (free),,,,,,,0.00
2026-08-01,ws_005958,Starter,528,13,2,267,3,0.0423,24.00
2026-08-01,ws_005959,Starter,597,15,4,292,4,0.1000,24.00
2026-08-01,ws_005960,Starter,1643,21,2,758,5,0.0261,24.00
2026-08-01,ws_005961,Enterprise,841,16,7,548,4,0.0017,0.00
2026-08-01,ws_005962,Pro,3213,31,4,2079,5,0.0508,60.00
2026-08-01,ws_005964,Starter,788,18,4,558,4,0.0429,24.00
2026-08-01,ws_005966,Business,27530,67,6,18061,8,0.0572,800.00
2026-08-01,ws_005968,Enterprise,56400,91,6,36288,9,0.0631,0.00
2026-08-01,ws_005969,Community (free),3368,27,15,2400,4,0.0109,0.00
2026-08-01,ws_005971,Starter,143,5,2,57,2,0.0918,24.00
2026-08-01,ws_005972,Starter,94,7,3,52,3,0.0236,24.00
2026-08-01,ws_005973,Enterprise,7553,38,4,4325,6,0.0534,0.00
2026-08-01,ws_005974,Enterprise,731,16,1,398,3,0.0868,0.00
2026-08-01,ws_005975,Community (free),862,13,7,509,3,0.1623,0.00
2026-08-01,ws_005979,Starter,853,13,1,554,2,0.1101,24.00
2026-08-01,ws_005981,Starter,804,14,3,453,4,0.0219,24.00
2026-08-01,ws_005982,Pro,2841,26,2,1873,6,0.0831,60.00
2026-08-01,ws_005984,Community (free),288,11,1,147,2,0.0431,0.00
2026-08-01,ws_005985,Starter,201,10,5,123,4,0.0041,24.00
2026-08-01,ws_005988,Starter,263,5,1,153,1,0.0869,24.00
2026-08-01,ws_005989,Community (free),109,5,1,55,2,0.0814,0.00
2026-08-01,ws_005990,Community (free),,,,,,,0.00
2026-08-01,ws_005992,Enterprise,1098,18,4,614,3,0.0123,0.00
2026-08-01,ws_005993,Community (free),1305,22,3,629,4,0.0226,0.00
2026-08-01,ws_006003,Enterprise,678,18,10,461,2,0.0343,0.00
2026-08-01,ws_006004,Community (free),230,10,5,127,2,0.0263,0.00
2026-08-01,ws_006007,Community (free),1819,21,3,1219,4,0.0334,0.00
2026-08-01,ws_006009,Community (free),,,,,,,0.00
2026-08-01,ws_006010,Community (free),,,,,,,0.00
2026-08-01,ws_006013,Community (free),,,,,,,0.00
2026-08-01,ws_006014,Starter,1614,20,2,1102,4,0.0052,24.00
2026-08-01,ws_006016,Starter,468,10,3,255,3,0.0502,24.00
2026-08-01,ws_006019,Enterprise,837,11,2,596,4,0.0336,0.00
2026-08-01,ws_006021,Business (self-hosted),10001,43,6,7079,5,0.0475,0.00
2026-08-01,ws_006022,Community (free),6694,37,4,3557,5,0.0554,0.00
2026-08-01,ws_006023,Enterprise,998,17,4,690,6,0.0543,0.00
2026-08-01,ws_006024,Enterprise,2494,25,4,1456,5,0.0563,0.00
2026-08-01,ws_006028,Enterprise,1991,20,4,1385,5,0.0391,0.00
2026-08-01,ws_006029,Pro,2021,20,3,1293,6,0.0535,60.00
2026-08-01,ws_006030,Community (free),3763,28,1,2157,5,0.0868,0.00
2026-08-01,ws_006031,Pro,3206,29,4,2150,5,0.0468,60.00
2026-08-01,ws_006032,Starter,1682,20,1,859,5,0.0863,24.00
2026-08-01,ws_006033,Starter,1635,19,3,1028,4,0.0095,24.00
2026-08-01,ws_006035,Pro,3747,27,6,2272,4,0.0414,60.00
2026-08-01,ws_006036,Starter,145,8,3,67,2,0.0224,24.00
2026-08-01,ws_006038,Enterprise,193,9,7,100,1,0.0447,0.00
2026-08-01,ws_006039,Enterprise,129206,127,6,95938,11,0.0390,0.00
2026-08-01,ws_006041,Starter,1786,19,2,1065,4,0.0503,24.00
2026-08-01,ws_006042,Starter,2198,23,2,1237,6,0.0092,24.00
2026-08-01,ws_006044,Pro,5923,37,3,4203,7,0.0108,60.00
2026-08-01,ws_006045,Enterprise,,,,,,,0.00
2026-08-01,ws_006047,Pro,15966,53,4,9755,7,0.0086,60.00
2026-08-01,ws_006049,Business (self-hosted),626,14,4,339,3,0.0278,0.00
2026-08-01,ws_006051,Starter,401,11,1,261,3,0.1415,24.00
2026-08-01,ws_006052,Starter,2257,24,3,1590,5,0.0374,24.00
2026-08-01,ws_006053,Enterprise,19648,56,3,14463,7,0.0524,0.00
2026-08-01,ws_006054,Starter,495,10,3,219,3,0.0537,24.00
2026-08-01,ws_006060,Enterprise,784,13,7,462,3,0.0165,0.00
2026-08-01,ws_006063,Community (free),413,12,2,238,3,0.0031,0.00
2026-08-01,ws_006064,Business,5817,33,6,4032,6,0.0213,800.00
2026-08-01,ws_006066,Starter,975,14,4,438,2,0.0619,24.00
2026-08-01,ws_006067,Pro,7898,40,2,4601,6,0.0197,60.00
2026-08-01,ws_006068,Enterprise,404,9,2,181,4,0.0305,0.00
2026-08-01,ws_006070,Enterprise,,,,,,,0.00
2026-08-01,ws_006072,Starter,127,9,2,59,1,0.0351,24.00
2026-08-01,ws_006073,Starter,1574,18,1,1060,5,0.0826,24.00
2026-08-01,ws_006076,Enterprise,,,,,,,0.00
2026-08-01,ws_006083,Business,17492,51,2,11675,5,0.0495,800.00
2026-08-01,ws_006085,Starter,64,8,4,37,1,0.1085,24.00
2026-08-01,ws_006086,Community (free),,,,,,,0.00
2026-08-01,ws_006087,Business,10839,44,2,7883,8,0.0441,800.00
2026-08-01,ws_006090,Community (free),1875,20,1,1016,5,0.0108,0.00
2026-08-01,ws_006091,Community (free),,,,,,,0.00
2026-08-01,ws_006097,Starter,633,12,1,452,2,0.0536,24.00
2026-08-01,ws_006099,Community (free),306,9,1,117,2,0.0621,0.00
2026-08-01,ws_006100,Pro,5236,32,2,2545,6,0.0220,60.00
2026-08-01,ws_006101,Enterprise,87,5,1,43,3,0.0662,0.00
2026-08-01,ws_006103,Starter,1279,19,1,787,5,0.0756,24.00
2026-08-01,ws_006106,Community (free),666,13,1,386,4,0.0376,0.00
2026-08-01,ws_006112,Enterprise,454,13,2,239,3,0.0226,0.00
2026-08-01,ws_006113,Community (free),,,,,,,0.00
2026-08-01,ws_006114,Starter,521,10,1,311,4,0.0503,24.00
2026-08-01,ws_006115,Business (self-hosted),517,12,4,326,4,0.0332,0.00
2026-08-01,ws_006116,Enterprise,4009,31,6,2464,5,0.0554,0.00
2026-08-01,ws_006117,Starter,1088,14,3,496,3,0.0348,24.00
2026-08-01,ws_006118,Starter,722,16,2,326,4,0.0670,24.00
2026-08-01,ws_006119,Community (free),534,12,4,280,3,0.0671,0.00
2026-08-01,ws_006120,Community (free),,,,,,,0.00
2026-08-01,ws_006122,Starter,845,15,5,553,4,0.0180,24.00
2026-08-01,ws_006123,Business (self-hosted),855,13,5,490,3,0.0190,0.00
2026-08-01,ws_006124,Pro,4673,31,4,2992,5,0.0542,60.00
2026-08-01,ws_006125,Starter,351,6,3,184,4,0.0879,24.00
2026-08-01,ws_006127,Business,6079,36,5,3359,6,0.0129,800.00
2026-08-01,ws_006128,Pro,6701,38,5,4545,3,0.0307,60.00
2026-08-01,ws_006129,Enterprise,3183,29,4,2208,6,0.0353,0.00
2026-08-01,ws_006130,Enterprise,,,,,,,0.00
